Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Productivity_Score,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality
EMP1102,22,1,4,Male,Associate Degree,Married,Yes,Suburban,Finance,Junior,Small (51-200),Consulting,Good,Very Fast (100+ Mbps),30,Very High,Weekly,84.7,78.1,91.5,66.0,95.0,6,40,100.0,5,10,2024-03-23,High
EMP1103,53,5,2,Male,Master Degree,Married,Yes,Suburban,Design,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),45,Moderate,Daily,66.9,70.7,59.9,60.3,82.8,8,39,95.8,6,7,2024-04-23,High
EMP1104,33,5,5,Female,Master Degree,Married,No,Urban,Sales,Senior,Startup (1-50),Technology,Average,Very Fast (100+ Mbps),35,High,Weekly,88.4,95.0,94.5,83.0,95.0,13,0,100.0,4,3,2024-03-16,Medium
EMP1105,44,5,0,Female,PhD,Married,No,Suburban,Finance,Mid-Level,Enterprise (5000+),Consulting,Excellent,Very Fast (100+ Mbps),36,Moderate,Monthly,93.5,100.0,82.8,84.9,95.0,8,32,99.5,5,6,2024-03-14,High
EMP1106,25,1,4,Male,PhD,Married,No,Suburban,Customer Success,Junior,Small (51-200),Manufacturing,Average,Fast (50-100 Mbps),45,Very High,Daily,90.5,100.0,96.1,76.6,95.0,7,42,100.0,6,3,2024-03-10,High
EMP1107,40,3,3,Female,Master Degree,Married,Yes,Suburban,Sales,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),39,Very High,Daily,98.0,93.0,100.0,83.3,95.0,5,27,100.0,6,6,2024-04-29,High
EMP1108,25,1,3,Female,Master Degree,In Relationship,No,Suburban,Data Science,Junior,Medium (201-1000),Technology,Poor,Fast (50-100 Mbps),43,Moderate,Few times per week,35.0,40.0,52.3,39.7,45.8,7,43,59.1,7,5,2024-04-17,High
EMP1109,29,6,3,Female,Master Degree,Married,No,Urban,Engineering,Senior,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),44,Low,Daily,82.9,82.4,88.8,62.7,85.5,7,32,88.1,9,6,2024-03-30,High
EMP1110,52,12,2,Male,Bachelor Degree,Married,No,Urban,Sales,Manager,Small (51-200),Manufacturing,Average,Very Fast (100+ Mbps),51,High,Weekly,93.4,94.4,100.0,78.8,95.0,10,35,100.0,8,3,2024-02-18,High
EMP1111,33,4,4,Male,Bachelor Degree,Single,No,Suburban,Design,Mid-Level,Small (51-200),Government,Average,Very Fast (100+ Mbps),43,Very High,Daily,98.0,91.2,99.2,76.9,95.0,3,38,100.0,8,8,2024-02-25,Medium
EMP1112,36,1,4,Female,Bachelor Degree,Married,Yes,Urban,Data Science,Junior,Large (1001-5000),Technology,Average,Moderate (25-50 Mbps),38,Very High,Daily,98.0,99.7,100.0,95.0,95.0,5,29,100.0,6,8,2024-05-03,High
EMP1113,42,1,2,Male,Bachelor Degree,Married,No,Suburban,Sales,Junior,Small (51-200),Consulting,Excellent,Very Fast (100+ Mbps),41,Low,Daily,81.3,93.8,84.5,63.8,95.0,7,40,55.4,3,4,2024-02-15,Medium
EMP1114,39,2,4,Female,Master Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),38,Moderate,Daily,98.0,100.0,100.0,83.1,95.0,6,12,100.0,6,8,2024-04-30,Low
EMP1115,36,11,2,Male,Bachelor Degree,Single,No,Rural,HR,Lead,Small (51-200),Retail,Good,Moderate (25-50 Mbps),53,Low,Daily,98.0,91.0,94.0,83.6,95.0,9,31,100.0,5,4,2024-05-13,High
EMP1116,38,8,4,Male,Bachelor Degree,Divorced,No,Urban,Design,Senior,Large (1001-5000),Technology,Good,Moderate (25-50 Mbps),44,Very High,Daily,98.0,96.5,87.0,74.2,95.0,9,17,100.0,2,3,2024-01-26,High
EMP1117,56,10,1,Male,Bachelor Degree,Married,Yes,Urban,Operations,Lead,Enterprise (5000+),Education,Average,Fast (50-100 Mbps),45,Low,Daily,84.0,78.5,87.3,66.9,95.0,9,40,85.2,4,4,2024-02-19,Medium
EMP1118,34,5,1,Male,Master Degree,Married,No,Suburban,Operations,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),50,Moderate,Few times per week,86.4,100.0,88.5,82.5,95.0,7,38,100.0,7,2,2024-05-06,High
EMP1119,36,10,2,Female,Master Degree,Married,No,Suburban,HR,Mid-Level,Small (51-200),Media,Average,Very Fast (100+ Mbps),36,Low,Daily,98.0,100.0,95.3,95.0,95.0,8,31,100.0,6,6,2024-03-12,High
EMP1120,44,10,3,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),33,Very High,Weekly,98.0,96.5,100.0,77.5,95.0,11,23,100.0,9,10,2024-02-15,Medium
EMP1121,44,4,4,Female,Bachelor Degree,Married,No,Suburban,Data Science,Senior,Enterprise (5000+),Finance,Excellent,Fast (50-100 Mbps),41,Moderate,Daily,98.0,91.0,100.0,72.9,95.0,7,31,100.0,9,9,2024-04-20,Medium
EMP1122,45,11,3,Female,Bachelor Degree,Married,Yes,Suburban,Sales,Manager,Large (1001-5000),Consulting,Excellent,Very Fast (100+ Mbps),33,Moderate,Daily,97.9,99.3,95.0,79.5,95.0,12,0,100.0,6,6,2024-03-14,High
EMP1123,40,9,0,Male,Associate Degree,Single,Yes,Urban,Operations,Mid-Level,Startup (1-50),Finance,Good,Moderate (25-50 Mbps),39,Moderate,Daily,87.4,79.7,81.8,54.4,95.0,6,5,100.0,4,8,2024-03-27,High
EMP1124,24,0,2,Female,Bachelor Degree,Married,No,Urban,Marketing,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),28,High,Weekly,98.0,93.0,100.0,93.6,95.0,2,31,100.0,5,8,2024-04-02,High
EMP1125,49,13,4,Male,Master Degree,Single,No,Suburban,Marketing,Senior,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),33,Moderate,Few times per week,80.7,67.1,85.5,75.8,95.0,6,43,100.0,4,4,2024-04-09,Medium
EMP1126,24,0,4,Female,Bachelor Degree,Married,Yes,Urban,Finance,Junior,Enterprise (5000+),Consulting,Average,Very Fast (100+ Mbps),49,Very Low,Daily,70.4,72.7,66.1,52.9,95.0,10,46,86.1,6,5,2024-03-03,High
EMP1127,37,7,1,Female,Bachelor Degree,Single,Yes,Urban,Data Science,Lead,Startup (1-50),Finance,Good,Fast (50-100 Mbps),44,Moderate,Daily,86.4,88.2,83.5,71.9,95.0,11,5,100.0,8,7,2024-02-27,High
EMP1128,28,0,0,Male,High School,Divorced,Yes,Urban,Finance,Junior,Medium (201-1000),Technology,Poor,Very Fast (100+ Mbps),52,Moderate,Monthly,38.3,53.5,50.0,41.9,55.4,8,97,37.6,8,5,2024-01-18,High
EMP1129,34,0,4,Male,Bachelor Degree,Married,Yes,Suburban,Customer Success,Junior,Large (1001-5000),Finance,Poor,Fast (50-100 Mbps),41,Moderate,Weekly,72.1,69.7,80.0,70.7,81.1,3,11,100.0,4,9,2024-03-18,High
EMP1130,37,0,1,Female,High School,Married,Yes,Suburban,Engineering,Junior,Enterprise (5000+),Government,Excellent,Moderate (25-50 Mbps),41,Moderate,Daily,79.1,83.3,80.4,76.3,94.2,4,15,85.9,6,5,2024-05-02,Medium
EMP1131,37,8,1,Female,Bachelor Degree,Married,Yes,Urban,Customer Success,Lead,Large (1001-5000),Technology,Average,Slow (<25 Mbps),43,High,Few times per week,65.2,66.8,65.3,58.4,72.7,9,0,100.0,7,8,2024-02-25,Medium
EMP1132,38,8,0,Male,Bachelor Degree,Divorced,Yes,Urban,Sales,Lead,Small (51-200),Finance,Average,Fast (50-100 Mbps),63,High,Few times per week,98.0,100.0,92.5,88.8,95.0,3,21,100.0,5,8,2024-02-07,Medium
EMP1133,49,10,3,Female,Master Degree,Single,No,Urban,Engineering,Senior,Medium (201-1000),Education,Good,Moderate (25-50 Mbps),48,Moderate,Daily,75.8,87.7,89.8,63.4,94.5,5,19,100.0,8,6,2024-03-17,High
EMP1134,39,1,3,Male,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),36,Very High,Weekly,86.1,88.3,95.8,71.7,95.0,8,48,100.0,5,5,2024-02-11,High
EMP1135,32,4,4,Female,Bachelor Degree,Married,No,Urban,Finance,Mid-Level,Large (1001-5000),Finance,Average,Fast (50-100 Mbps),44,Moderate,Weekly,46.3,60.9,58.7,58.6,52.8,7,37,65.0,6,2,2024-02-29,High
EMP1136,43,10,2,Male,Bachelor Degree,Single,No,Suburban,Data Science,Lead,Large (1001-5000),Government,Poor,Fast (50-100 Mbps),42,Moderate,Few times per week,69.0,72.7,82.7,82.4,84.8,10,57,82.9,6,8,2024-04-26,High
EMP1137,45,8,4,Female,Master Degree,Single,Yes,Urban,Finance,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),46,Moderate,Weekly,73.2,61.2,85.1,61.6,86.5,12,53,82.0,5,6,2024-02-17,Medium
EMP1138,23,0,1,Male,Associate Degree,Single,No,Urban,Engineering,Mid-Level,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),53,Low,Few times per week,49.7,56.0,55.9,57.4,68.1,5,79,73.9,9,6,2024-02-27,High
EMP1139,40,3,4,Female,Master Degree,Single,No,Urban,Engineering,Junior,Large (1001-5000),Consulting,Good,Fast (50-100 Mbps),45,High,Daily,81.3,95.7,82.3,65.4,93.2,8,54,100.0,7,2,2024-02-19,High
EMP1140,41,5,3,Female,Master Degree,Married,No,Suburban,Marketing,Junior,Small (51-200),Technology,Excellent,Slow (<25 Mbps),39,Very High,Daily,98.0,100.0,95.5,66.2,95.0,7,30,100.0,8,4,2024-05-06,High
EMP1141,32,7,3,Female,Bachelor Degree,Single,Yes,Suburban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),53,High,Few times per week,98.0,100.0,100.0,87.3,95.0,12,18,100.0,7,6,2024-03-31,High
EMP1142,47,4,2,Female,Master Degree,Married,Yes,Rural,Sales,Senior,Large (1001-5000),Media,Average,Fast (50-100 Mbps),34,Low,Daily,84.8,87.3,89.8,63.1,93.3,5,55,100.0,6,7,2024-04-13,High
EMP1143,33,8,0,Female,Master Degree,Single,No,Urban,Finance,Senior,Startup (1-50),Manufacturing,Good,Fast (50-100 Mbps),40,Very Low,Few times per week,91.4,81.6,92.0,85.1,95.0,14,20,88.3,2,5,2024-05-06,High
EMP1144,36,1,3,Female,Bachelor Degree,Married,Yes,Urban,Data Science,Junior,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),47,High,Daily,58.2,59.1,63.7,37.5,73.6,9,34,100.0,7,4,2024-02-19,High
EMP1145,33,5,4,Female,Master Degree,Divorced,No,Suburban,Sales,Senior,Small (51-200),Technology,Average,Very Fast (100+ Mbps),37,Very High,Daily,87.1,88.7,84.8,78.4,95.0,8,21,100.0,6,5,2024-03-26,High
EMP1146,35,0,1,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Good,Moderate (25-50 Mbps),41,High,Bi-weekly,95.8,84.7,99.0,95.0,95.0,13,23,100.0,3,5,2024-01-16,High
EMP1147,25,0,5,Female,Bachelor Degree,Single,Yes,Suburban,Customer Success,Mid-Level,Large (1001-5000),Finance,Excellent,Fast (50-100 Mbps),37,Moderate,Monthly,67.0,63.0,65.0,50.4,84.7,10,0,99.1,3,6,2024-03-21,High
EMP1148,22,0,5,Female,Master Degree,Married,No,Urban,HR,Junior,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),41,Moderate,Few times per week,72.0,74.1,74.3,58.5,75.9,11,0,100.0,6,6,2024-05-15,Medium
EMP1149,49,17,3,Male,Master Degree,Single,No,Urban,Customer Success,Lead,Startup (1-50),Government,Poor,Fast (50-100 Mbps),37,Moderate,Few times per week,81.0,85.1,84.4,66.7,95.0,7,0,99.9,8,3,2024-02-08,High
EMP1150,27,2,5,Female,PhD,Single,Yes,Urban,Engineering,Junior,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),42,Moderate,Weekly,64.0,64.2,73.4,57.1,89.2,5,0,70.9,6,7,2024-01-25,Medium
EMP1151,26,0,1,Male,Bachelor Degree,Single,No,Suburban,Sales,Junior,Medium (201-1000),Media,Good,Fast (50-100 Mbps),40,Moderate,Weekly,56.9,52.3,55.6,55.5,74.6,8,44,84.5,8,4,2024-02-14,High
EMP1152,22,1,0,Female,Bachelor Degree,In Relationship,Yes,Suburban,Data Science,Junior,Startup (1-50),Education,Good,Fast (50-100 Mbps),49,High,Daily,52.3,65.1,64.0,46.6,60.7,12,16,100.0,8,8,2024-04-16,Medium
EMP1153,29,3,0,Female,Bachelor Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Excellent,Fast (50-100 Mbps),44,High,Few times per week,71.5,61.5,81.2,79.2,81.9,7,47,100.0,6,8,2024-03-07,High
EMP1154,23,0,3,Non-binary,Associate Degree,Married,No,Urban,Finance,Junior,Small (51-200),Retail,Average,Very Fast (100+ Mbps),46,Moderate,Few times per week,43.8,40.0,50.0,46.2,45.9,9,22,100.0,5,3,2024-03-17,Medium
EMP1155,49,16,0,Male,Bachelor Degree,In Relationship,No,Suburban,Engineering,Manager,Large (1001-5000),Healthcare,Good,Very Fast (100+ Mbps),42,Moderate,Few times per week,55.2,48.5,54.9,47.6,75.1,9,34,93.7,8,6,2024-03-26,High
EMP1156,44,4,5,Male,Bachelor Degree,In Relationship,Yes,Suburban,Marketing,Mid-Level,Small (51-200),Technology,Poor,Very Fast (100+ Mbps),39,Very High,Daily,89.4,84.8,88.3,73.0,95.0,6,0,100.0,7,6,2024-04-21,High
EMP1157,28,1,1,Female,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Small (51-200),Technology,Poor,Fast (50-100 Mbps),44,High,Weekly,76.5,67.5,70.7,58.8,94.7,3,32,100.0,6,10,2024-02-14,High
EMP1158,55,5,2,Male,Bachelor Degree,Married,No,Rural,Marketing,Junior,Startup (1-50),Healthcare,Good,Very Fast (100+ Mbps),43,Moderate,Daily,98.0,95.7,100.0,85.4,95.0,8,6,91.1,6,5,2024-04-12,Medium
EMP1159,43,1,4,Male,Bachelor Degree,Married,Yes,Suburban,Customer Success,Junior,Startup (1-50),Education,Poor,Very Fast (100+ Mbps),27,Very High,Daily,77.2,80.9,83.7,65.2,95.0,10,14,100.0,4,7,2024-03-15,High
EMP1160,32,1,2,Female,Professional Degree,Single,No,Suburban,Sales,Junior,Large (1001-5000),Government,Poor,Slow (<25 Mbps),42,Moderate,Daily,62.9,66.9,56.5,45.0,87.6,10,17,100.0,1,6,2024-04-06,Medium
EMP1161,22,0,2,Female,Master Degree,Married,No,Suburban,Data Science,Mid-Level,Startup (1-50),Consulting,Good,Very Fast (100+ Mbps),46,Moderate,Daily,77.1,74.5,80.7,67.9,88.0,9,17,100.0,7,8,2024-04-15,Medium
EMP1162,55,22,4,Male,Associate Degree,Married,Yes,Urban,Marketing,Manager,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),37,Very High,Weekly,95.8,99.7,100.0,65.0,95.0,7,11,100.0,8,5,2024-03-17,Medium
EMP1163,22,0,2,Female,Master Degree,In Relationship,No,Suburban,Engineering,Junior,Enterprise (5000+),Manufacturing,Average,Moderate (25-50 Mbps),47,Moderate,Few times per week,35.0,40.0,50.0,34.4,46.0,10,15,63.7,4,7,2024-03-12,High
EMP1164,22,1,2,Male,Master Degree,Married,Yes,Suburban,Sales,Junior,Medium (201-1000),Technology,Good,Moderate (25-50 Mbps),44,Very High,Weekly,98.0,96.9,85.9,95.0,95.0,6,19,100.0,9,4,2024-04-25,High
EMP1165,44,9,2,Female,Master Degree,Married,No,Urban,HR,Lead,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),39,High,Few times per week,98.0,96.6,92.2,73.5,95.0,8,20,100.0,3,1,2024-01-17,Medium
EMP1166,56,16,3,Male,Bachelor Degree,Married,No,Suburban,Customer Success,Manager,Enterprise (5000+),Technology,Excellent,Fast (50-100 Mbps),45,High,Few times per week,95.7,86.9,93.6,80.7,95.0,11,33,100.0,6,1,2024-01-26,Medium
EMP1167,47,0,5,Female,Bachelor Degree,Single,No,Suburban,Marketing,Mid-Level,Startup (1-50),Education,Good,Fast (50-100 Mbps),39,Moderate,Few times per week,71.0,88.1,81.8,50.6,88.0,11,0,79.2,3,6,2024-02-21,Medium
EMP1168,40,11,4,Male,Master Degree,Married,Yes,Urban,Operations,Manager,Large (1001-5000),Technology,Poor,Fast (50-100 Mbps),43,Moderate,Few times per week,98.0,100.0,97.6,88.3,95.0,12,27,100.0,8,8,2024-02-12,Medium
EMP1169,40,8,2,Female,Bachelor Degree,Married,No,Urban,Customer Success,Senior,Startup (1-50),Finance,Excellent,Very Fast (100+ Mbps),40,Very High,Few times per week,98.0,84.9,100.0,62.6,95.0,9,15,100.0,3,7,2024-03-06,Medium
EMP1170,42,9,2,Male,Master Degree,Married,No,Urban,Customer Success,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),45,Moderate,Few times per week,95.0,100.0,100.0,77.5,95.0,6,26,100.0,4,2,2024-04-12,High
EMP1171,41,0,3,Female,Master Degree,Married,Yes,Suburban,Finance,Junior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),50,Very High,Monthly,86.1,89.7,86.2,64.6,95.0,7,0,100.0,8,7,2024-02-15,High
EMP1172,37,13,5,Male,Professional Degree,Single,Yes,Suburban,Customer Success,Senior,Small (51-200),Government,Average,Very Fast (100+ Mbps),39,Moderate,Bi-weekly,75.7,70.1,82.1,72.6,89.8,10,0,79.9,7,4,2024-02-23,Medium
EMP1173,35,3,1,Male,Bachelor Degree,Married,Yes,Suburban,Operations,Mid-Level,Medium (201-1000),Non-profit,Average,Fast (50-100 Mbps),47,Moderate,Daily,60.3,59.4,66.7,37.7,84.7,11,38,73.6,5,10,2024-04-08,High
EMP1174,34,0,2,Female,Bachelor Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Retail,Excellent,Slow (<25 Mbps),40,Moderate,Daily,98.0,88.7,100.0,76.5,95.0,8,29,100.0,8,6,2024-03-29,High
EMP1175,28,4,4,Female,Bachelor Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Education,Good,Moderate (25-50 Mbps),40,High,Weekly,86.6,61.6,87.8,86.9,95.0,5,11,100.0,6,6,2024-03-02,High
EMP1176,32,2,5,Male,PhD,Married,No,Suburban,Data Science,Junior,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),39,Very High,Daily,79.0,80.4,73.6,72.6,95.0,8,0,100.0,4,6,2024-03-15,Medium
EMP1177,22,0,1,Male,Bachelor Degree,Single,No,Urban,Engineering,Junior,Medium (201-1000),Manufacturing,Good,Very Fast (100+ Mbps),31,High,Daily,86.1,80.2,90.9,95.0,95.0,11,76,100.0,7,6,2024-03-25,High
EMP1178,34,5,2,Male,Bachelor Degree,Single,No,Suburban,Sales,Mid-Level,Medium (201-1000),Retail,Average,Fast (50-100 Mbps),45,Very High,Daily,95.7,100.0,100.0,65.7,95.0,8,29,100.0,5,10,2024-03-22,High
EMP1179,26,0,2,Male,Bachelor Degree,Married,Yes,Suburban,Design,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),43,Low,Few times per week,61.4,72.0,67.3,46.9,81.6,8,43,93.1,8,5,2024-02-28,High
EMP1180,25,2,0,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Junior,Large (1001-5000),Finance,Good,Moderate (25-50 Mbps),42,Very High,Few times per week,98.0,100.0,100.0,77.6,95.0,10,28,100.0,7,7,2024-03-09,High
EMP1181,36,1,4,Male,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Small (51-200),Finance,Average,Fast (50-100 Mbps),51,High,Few times per week,75.1,79.8,76.9,70.2,84.1,8,7,100.0,5,8,2024-04-19,High
EMP1182,47,19,4,Female,Bachelor Degree,Divorced,No,Suburban,Customer Success,Manager,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),51,High,Monthly,79.9,79.6,80.9,82.0,95.0,5,27,100.0,3,4,2024-03-25,Medium
EMP1183,43,12,4,Female,Master Degree,Single,No,Suburban,Data Science,Lead,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),49,Moderate,Few times per week,86.3,99.3,93.4,89.9,95.0,6,17,99.0,8,8,2024-02-26,High
EMP1184,22,0,0,Male,High School,Single,No,Rural,Sales,Junior,Enterprise (5000+),Manufacturing,Excellent,Very Fast (100+ Mbps),40,Moderate,Daily,72.7,61.2,77.9,61.7,92.7,13,48,81.6,5,7,2024-02-29,High
EMP1185,26,1,0,Non-binary,Master Degree,Married,Yes,Suburban,Sales,Junior,Medium (201-1000),Retail,Good,Very Fast (100+ Mbps),40,High,Few times per week,84.2,78.9,85.8,76.5,92.8,8,28,100.0,5,5,2024-04-13,High
EMP1186,43,5,2,Female,Master Degree,Married,No,Urban,Product,Mid-Level,Small (51-200),Technology,Average,Fast (50-100 Mbps),35,Very High,Daily,98.0,90.6,90.6,81.2,95.0,6,29,100.0,1,7,2024-03-13,High
EMP1187,26,1,2,Male,Master Degree,Married,No,Urban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Slow (<25 Mbps),42,Moderate,Bi-weekly,66.2,58.4,73.5,65.0,72.0,7,55,79.3,7,7,2024-02-18,High
EMP1188,32,3,4,Male,Master Degree,Divorced,No,Suburban,Marketing,Junior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),42,Very High,Daily,74.4,69.2,79.1,76.3,95.0,5,27,100.0,5,8,2024-02-23,High
EMP1189,39,9,1,Female,Bachelor Degree,Divorced,No,Urban,Finance,Senior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),45,Moderate,Monthly,50.9,43.7,70.6,51.3,66.1,13,38,100.0,5,4,2024-02-16,Medium
EMP1190,26,2,0,Male,Bachelor Degree,Single,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),35,Moderate,Few times per week,93.2,100.0,83.6,88.6,95.0,7,39,100.0,8,10,2024-02-13,Medium
EMP1191,35,1,3,Male,Master Degree,In Relationship,No,Urban,Design,Junior,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),39,High,Weekly,79.8,66.3,82.5,74.6,95.0,9,38,100.0,3,8,2024-01-30,High
EMP1192,22,1,3,Female,Bachelor Degree,Single,No,Urban,Finance,Junior,Small (51-200),Healthcare,Poor,Moderate (25-50 Mbps),31,High,Few times per week,84.2,83.3,80.6,63.6,95.0,10,62,100.0,2,7,2024-04-16,Medium
EMP1193,29,5,3,Female,Bachelor Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Consulting,Poor,Very Fast (100+ Mbps),37,Very High,Bi-weekly,59.2,54.8,67.3,66.4,88.3,4,18,100.0,6,8,2024-02-08,High
EMP1194,37,6,4,Male,High School,Married,Yes,Urban,Engineering,Senior,Large (1001-5000),Consulting,Good,Slow (<25 Mbps),47,Moderate,Few times per week,98.0,98.4,86.3,83.8,95.0,3,23,100.0,7,8,2024-02-24,High
EMP1195,22,1,1,Female,Master Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Media,Average,Moderate (25-50 Mbps),35,Moderate,Few times per week,70.4,62.7,84.9,63.5,95.0,11,21,89.1,6,6,2024-01-30,Medium
EMP1196,38,2,4,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Medium (201-1000),Technology,Good,Moderate (25-50 Mbps),52,High,Weekly,98.0,100.0,99.8,89.2,95.0,10,20,100.0,5,6,2024-04-19,High
EMP1197,34,8,2,Female,Bachelor Degree,Married,No,Rural,HR,Lead,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),48,High,Weekly,98.0,89.6,89.7,89.0,95.0,10,42,100.0,5,10,2024-03-23,High
EMP1198,39,8,2,Female,Associate Degree,Married,No,Suburban,Engineering,Lead,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),45,Moderate,Bi-weekly,73.5,84.6,79.3,66.4,84.2,14,44,87.1,3,9,2024-05-15,High
EMP1199,37,9,5,Male,Professional Degree,Single,Yes,Suburban,Sales,Lead,Enterprise (5000+),Technology,Good,Moderate (25-50 Mbps),50,High,Daily,98.0,100.0,93.6,91.2,95.0,6,0,100.0,5,10,2024-04-21,Low
EMP1200,47,6,2,Female,Bachelor Degree,Single,No,Suburban,Product,Senior,Enterprise (5000+),Healthcare,Excellent,Moderate (25-50 Mbps),41,Very High,Daily,98.0,100.0,94.0,76.8,95.0,9,57,100.0,7,2,2024-04-12,Medium
EMP1201,36,6,4,Male,Master Degree,Married,No,Suburban,Operations,Lead,Small (51-200),Manufacturing,Average,Fast (50-100 Mbps),37,Moderate,Daily,73.8,70.3,90.4,58.4,93.9,5,19,93.8,6,8,2024-02-07,Low
EMP1202,31,4,2,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Enterprise (5000+),Government,Average,Very Fast (100+ Mbps),41,Moderate,Few times per week,58.3,52.2,52.4,55.9,73.3,5,42,81.9,8,9,2024-02-08,High
EMP1203,36,3,3,Male,Master Degree,Married,No,Rural,Design,Senior,Startup (1-50),Media,Poor,Very Fast (100+ Mbps),31,High,Weekly,74.3,83.4,82.7,56.5,95.0,7,11,100.0,4,6,2024-02-11,High
EMP1204,39,2,4,Male,Bachelor Degree,Single,No,Suburban,Engineering,Junior,Large (1001-5000),Healthcare,Good,Slow (<25 Mbps),49,Very High,Daily,82.5,70.2,85.8,78.3,94.4,7,13,100.0,5,9,2024-04-18,Medium
EMP1205,35,0,5,Male,Master Degree,Divorced,Yes,Urban,Product,Junior,Small (51-200),Education,Good,Very Fast (100+ Mbps),39,Moderate,Few times per week,66.1,68.9,71.2,64.9,85.9,9,0,93.2,7,3,2024-03-16,Medium
EMP1206,35,4,4,Male,Bachelor Degree,Single,Yes,Suburban,Finance,Senior,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),37,High,Weekly,98.0,91.9,86.7,84.1,95.0,11,38,100.0,5,3,2024-02-19,Medium
EMP1207,28,3,3,Male,Bachelor Degree,Divorced,No,Suburban,HR,Junior,Enterprise (5000+),Finance,Average,Very Fast (100+ Mbps),38,Moderate,Weekly,61.5,61.3,63.8,61.9,80.3,2,20,85.2,4,5,2024-04-16,High
EMP1208,29,0,2,Female,Master Degree,Married,Yes,Urban,HR,Junior,Small (51-200),Consulting,Poor,Fast (50-100 Mbps),42,Moderate,Few times per week,98.0,94.7,95.9,65.3,95.0,10,21,100.0,3,2,2024-03-30,High
EMP1209,22,1,4,Male,Master Degree,Married,No,Rural,Marketing,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),42,High,Daily,90.5,86.0,92.6,85.1,95.0,9,1,100.0,8,7,2024-04-21,Low
EMP1210,50,12,4,Female,Master Degree,Divorced,No,Urban,Customer Success,Manager,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),41,Moderate,Monthly,85.9,88.1,88.8,83.2,95.0,6,39,100.0,4,9,2024-03-22,High
EMP1211,23,0,0,Male,Master Degree,Married,Yes,Suburban,Customer Success,Junior,Startup (1-50),Consulting,Excellent,Very Fast (100+ Mbps),41,High,Daily,77.8,66.3,87.9,66.6,94.2,7,0,100.0,9,5,2024-03-31,High
